,CrimeGroup_Name,Latitude,Longitude
4691,MISSING PERSON,16.16642,75.665749
16973,MISSING PERSON,16.502395,75.286375
10801,MISSING PERSON,16.054683,75.799904
5165,MISSING PERSON,16.097931,75.780529
5765,MISSING PERSON,16.178008,75.695341
7035,MISSING PERSON,16.190038,75.700065
11789,MISSING PERSON,16.200237,76.046609
2140,MISSING PERSON,15.910193,75.68535
7519,MISSING PERSON,16.478524,75.12878
10834,MISSING PERSON,16.067237,75.709143
8197,MISSING PERSON,16.48408,75.12362
19164,MISSING PERSON,15.997814,75.520133
9991,MISSING PERSON,16.349342,75.612102
2575,MISSING PERSON,15.923768,75.679075
7040,MISSING PERSON,16.175388,75.654888
17888,MISSING PERSON,16.174753,75.449585
703,MISSING PERSON,16.137951,75.935017
8195,MISSING PERSON,16.484313,75.128556
12165,MISSING PERSON,16.06894,76.060594
19296,MISSING PERSON,15.960087,75.570049
2120,MISSING PERSON,15.916353,75.671065
2059,MISSING PERSON,15.877102,75.799654
13181,MISSING PERSON,15.964529,76.112778
9086,MISSING PERSON,16.419385,75.437654
6946,MISSING PERSON,16.14548,75.656324
2514,MISSING PERSON,15.942838,75.756612
7516,MISSING PERSON,16.470705,75.166321
724,MISSING PERSON,15.937514,75.914504
10417,MISSING PERSON,16.052939,75.787644
8989,MISSING PERSON,16.28947,75.544307
18018,MISSING PERSON,16.205392,75.494671
16027,MISSING PERSON,16.49858,75.265847
19761,MISSING PERSON,16.466572,74.64238
5762,MISSING PERSON,16.181158,75.692169
1088,MISSING PERSON,16.104523,75.864337
9103,MISSING PERSON,16.419839,75.437862
6952,MISSING PERSON,16.162227,75.653263
16990,MISSING PERSON,16.507481,75.293339
2315,MISSING PERSON,15.841273,75.757457
14206,MISSING PERSON,15.952912,76.199807
7823,MISSING PERSON,16.478601,75.131547
1253,MISSING PERSON,16.011294,75.894291
17363,MISSING PERSON,16.49991,75.296967
10638,MISSING PERSON,16.016348,75.756992
10575,MISSING PERSON,16.049469,75.797037
18095,MISSING PERSON,16.235343,75.534515
17839,MISSING PERSON,16.153934,75.528374
14377,MISSING PERSON,16.04004,76.211171
8106,MISSING PERSON,16.491098,75.158649
6979,MISSING PERSON,16.175381,75.656872
5503,MISSING PERSON,16.172535,75.655721
4728,MISSING PERSON,16.117921,75.686886
10499,MISSING PERSON,15.990519,75.866845
5505,MISSING PERSON,16.172535,75.655721
15777,MISSING PERSON,16.47186,75.238668
5947,MISSING PERSON,16.18167,75.697584
6263,MISSING PERSON,16.185568,75.6974179
5335,MISSING PERSON,16.148926,75.692188
13214,MISSING PERSON,15.95667,76.1135
14618,MISSING PERSON,15.910399,76.276189
7015,MISSING PERSON,16.179867,75.659673
11706,MISSING PERSON,16.056158,76.078949
10845,MISSING PERSON,15.984151,75.753232
1196,MISSING PERSON,16.023961,75.861519
2435,MISSING PERSON,15.925614,75.680694
9174,MISSING PERSON,16.347829,75.622635
5512,MISSING PERSON,16.172535,75.655721
14094,MISSING PERSON,15.921235,76.085383
4718,MISSING PERSON,16.254379,75.786261
13124,MISSING PERSON,15.948161,76.107498
9958,MISSING PERSON,16.245621,75.65482
14604,MISSING PERSON,16.038887,76.236372
4105,MISSING PERSON,16.184411,75.621149
1153,MISSING PERSON,16.055473,75.956951
1264,MISSING PERSON,15.939719,75.916594
6954,MISSING PERSON,16.170055,75.655592
2171,MISSING PERSON,15.933779,75.722683
12071,MISSING PERSON,16.082637,76.119377
14577,MISSING PERSON,16.099211,76.206792
2485,MISSING PERSON,15.873728,75.720103
14615,MISSING PERSON,16.051189,76.169596
9004,MISSING PERSON,16.299769,75.558153
19245,MISSING PERSON,16.111414,75.661559
6882,MISSING PERSON,16.153996,75.65179
12136,MISSING PERSON,16.065862,76.059001
14125,MISSING PERSON,15.997843,76.1877
9970,MISSING PERSON,16.349342,75.612102
10866,MISSING PERSON,16.019233,75.706346
7685,MISSING PERSON,16.450762,75.079647
1040,MISSING PERSON,15.943291,75.940518
18147,MISSING PERSON,16.200163,75.493548
6984,MISSING PERSON,16.17591,75.654223
15652,MISSING PERSON,16.509503,75.26901
9798,MISSING PERSON,16.487842,75.448848
15709,MISSING PERSON,16.506503,75.257767
6930,MISSING PERSON,16.146302,75.665404
5693,MISSING PERSON,16.172535,75.655721
13211,MISSING PERSON,15.959965,76.114938
16848,MISSING PERSON,16.507226,75.286939
19482,MISSING PERSON,16.016279,75.553912
5956,MISSING PERSON,16.186705,75.699264
10854,MISSING PERSON,15.996479,75.859162
5074,MISSING PERSON,16.278769,75.911971
4198,MISSING PERSON,16.102692,75.780012
14563,MISSING PERSON,15.994636,76.133318
11704,MISSING PERSON,16.066514,76.061257
16073,MISSING PERSON,16.474998,75.238194
9885,MISSING PERSON,16.984569,75.023659
9109,MISSING PERSON,16.243696,75.620534
10868,MISSING PERSON,15.254565,75.254565
9050,MISSING PERSON,16.353205,75.702215
18127,MISSING PERSON,16.139348,75.547142
10827,MISSING PERSON,16.016926,75.854865
14627,MISSING PERSON,16.166627,76.11506
19109,MISSING PERSON,16.072292,75.64209
9345,MISSING PERSON,16.260056,75.6284509
12474,MISSING PERSON,16.066633,76.060412
6196,MISSING PERSON,16.184434,75.701869
9094,MISSING PERSON,16.352906,75.603637
9322,MISSING PERSON,16.393185,75.490703
9334,MISSING PERSON,16.414339,75.527205
5397,MISSING PERSON,16.172535,75.655721
19177,MISSING PERSON,16.010504,75.543296
17390,MISSING PERSON,16.152222,75.45826
16996,MISSING PERSON,16.507473,75.273583
12468,MISSING PERSON,16.066744,76.06055
5864,MISSING PERSON,16.190517,75.706272
2944,MISSING PERSON,15.847507,75.723729
2990,MISSING PERSON,15.887991,75.702801
7782,MISSING PERSON,16.475847,75.134085
11799,MISSING PERSON,16.198665,76.047627
5429,MISSING PERSON,16.172535,75.655721
7037,MISSING PERSON,16.171913,75.650811
9876,MISSING PERSON,16.326598,75.879456
4472,MISSING PERSON,16.149971,75.686523
11994,MISSING PERSON,16.167074,76.118064
19601,MISSING PERSON,16.112017,75.66056
15938,MISSING PERSON,16.569823,75.296664
10853,MISSING PERSON,16.075565,75.698803
7027,MISSING PERSON,16.15512,75.671365
6890,MISSING PERSON,16.179645,75.699453
912,MISSING PERSON,15.938621,75.913553
4715,MISSING PERSON,16.193178,75.756215
10574,MISSING PERSON,16.066737,75.705781
16690,MISSING PERSON,16.507204,75.278536
15400,MISSING PERSON,16.58664,75.162973
10404,MISSING PERSON,16.069218,75.696487
11796,MISSING PERSON,16.059326,76.059292
9940,MISSING PERSON,16.365987,75.326598
8108,MISSING PERSON,16.486191,75.12723
1216,MISSING PERSON,16.057417,75.944138
4376,MISSING PERSON,16.151555,75.809979
4202,MISSING PERSON,16.184755,75.620142
15977,MISSING PERSON,16.426763,75.382282
5364,MISSING PERSON,16.172535,75.655721
4685,MISSING PERSON,16.277278,75.922661
19242,MISSING PERSON,16.024286,75.604907
10645,MISSING PERSON,16.050969,75.785813
19569,MISSING PERSON,16.062091,75.601373
2245,MISSING PERSON,15.923654,75.677281
5808,MISSING PERSON,16.192604,75.702947
5951,MISSING PERSON,16.186712,75.704999
15765,MISSING PERSON,16.432068,75.358283
18083,MISSING PERSON,16.168596,75.609539
4605,MISSING PERSON,16.283525,76.010744
5321,MISSING PERSON,16.830231,75.704449
12157,MISSING PERSON,16.198188,76.075232
18121,MISSING PERSON,16.144003,75.544013
10551,MISSING PERSON,16.048878,75.770665
19225,MISSING PERSON,16.011814,75.546944
627,MISSING PERSON,16.056551,75.943564
17359,MISSING PERSON,16.51036,75.28064
6887,MISSING PERSON,16.154162,75.651575
1030,MISSING PERSON,16.059864,75.984402
17341,MISSING PERSON,16.0,72.0
13375,MISSING PERSON,15.978466,76.118645
9767,MISSING PERSON,16.404093,75.766954
9954,MISSING PERSON,16.259874,75.125487
683,MISSING PERSON,16.110617,75.933699
7503,MISSING PERSON,16.49208,75.16
705,MISSING PERSON,16.100636,75.915386
2477,MISSING PERSON,15.874043,75.711621
6898,MISSING PERSON,16.175525,75.656739
15350,MISSING PERSON,16.496979,75.209547
4102,MISSING PERSON,16.098381,75.77925
2241,MISSING PERSON,15.888884,75.70559
16705,MISSING PERSON,16.511012,75.284279
2492,MISSING PERSON,16.00587,75.644513
2376,MISSING PERSON,15.923423,75.679083
13142,MISSING PERSON,15.941626,76.1176319
17372,MISSING PERSON,16.51296,75.290384
8154,MISSING PERSON,16.475549,75.131059
15666,MISSING PERSON,16.419903,75.390314
16797,MISSING PERSON,16.508879,75.282336
18250,MISSING PERSON,16.203567,75.501627
6929,MISSING PERSON,16.159767,75.676904
2649,MISSING PERSON,15.849076,75.69149
12059,MISSING PERSON,16.094685,75.96574
15858,MISSING PERSON,16.51925,75.403319
14344,MISSING PERSON,15.928724,76.085408
17003,MISSING PERSON,16.502901,75.290254
9071,MISSING PERSON,16.356556,75.704266
18042,MISSING PERSON,16.161736,75.507052
10586,MISSING PERSON,16.005432,75.72079
6901,MISSING PERSON,16.155239,75.6577
6960,MISSING PERSON,16.150352,75.651571
2956,MISSING PERSON,15.915346,75.814021
15331,MISSING PERSON,16.5062,75.258954
16697,MISSING PERSON,16.506822,75.273023
14378,MISSING PERSON,15.985634,76.13447
18162,MISSING PERSON,16.147082,75.597389
9877,MISSING PERSON,16.20472,75.023659
4743,MISSING PERSON,16.192656,75.810746
5298,MISSING PERSON,16.184184,75.624447
19348,MOLESTATION,16.133467,75.414239
7543,MOLESTATION,16.42706,75.112654
10821,MOLESTATION,16.012312,75.753441
10869,MOLESTATION,15.545652,75.254565
19515,MOLESTATION,16.093075,75.528318
13092,MOLESTATION,15.967985,76.122544
19146,MOLESTATION,16.070483,75.623083
2877,MOLESTATION,15.894738,75.616335
2522,MOLESTATION,15.946158,75.757749
6877,MOLESTATION,16.164288,75.652476
9857,MOLESTATION,16.3545,75.2942
17308,MOLESTATION,16.0,75.0
1280,MOLESTATION,16.107889,75.866588
11754,MOLESTATION,16.058247,76.057669
10840,MOLESTATION,6.752783,68.177512
10829,MOLESTATION,16.075814,75.710106
2967,MOLESTATION,15.937061,75.431656
11846,MOLESTATION,16.081021,76.044884
11843,MOLESTATION,16.194959,76.079592
14230,MOLESTATION,15.960952,76.273211
5726,MOLESTATION,16.172535,75.655721
7024,MOLESTATION,16.055101,75.946128
13556,MOLESTATION,15.93684,76.000647
7773,MOLESTATION,16.421165,75.103708
10847,MOLESTATION,16.050761,75.783124
16689,MOLESTATION,16.507019,75.287117
19516,MOLESTATION,16.093008,75.528328
4959,MOLESTATION,16.206281,75.712529
7778,MOLESTATION,16.472304,75.129661
12168,MOLESTATION,16.022945,76.031119
12496,MOLESTATION,16.058085,76.057838
8136,MOLESTATION,16.312512,75.95121
19165,MOLESTATION,16.006313,75.539853
10882,MOLESTATION,15.565458,75.256545
7776,MOLESTATION,16.468589,75.15368
15702,MOLESTATION,16.411203,75.383245
1078,MOLESTATION,16.091512,75.981384
19373,MOLESTATION,15.987204,75.494576
2101,MOLESTATION,15.844898,75.575109
10539,MOLESTATION,16.047482,75.769415
19181,MOLESTATION,16.014298,75.542261
737,MOLESTATION,16.060573,75.940071
18382,MOLESTATION,16.206358,75.498446
11775,MOLESTATION,16.108758,76.127212
9909,MOLESTATION,16.987456,75.987454
11728,MOLESTATION,16.198969,76.047732
11842,MOLESTATION,16.191423,76.073228
15432,MOLESTATION,16.445974,75.315682
2116,MOLESTATION,15.91542,75.671967
13368,MOLESTATION,15.937284,76.101562
16090,MOLESTATION,16.424432,75.335437
19513,MOLESTATION,16.098365,75.473243
7774,MOLESTATION,16.420938,75.103716
5290,MOLESTATION,16.284397,75.82612
11772,MOLESTATION,16.066793,75.964224
4272,MOLESTATION,16.096431,75.78561
9959,MOLESTATION,16.252676,75.584166
10556,MOLESTATION,16.069728,75.798727
1045,MOLESTATION,16.056118,75.945227
15441,MOLESTATION,16.510985,75.263273
6289,MOLESTATION,16.188197,75.701869
9117,MOLESTATION,16.388831,75.506901
663,MOLESTATION,16.038815,75.942574
1307,MOLESTATION,15.875772,75.950958
7542,MOLESTATION,16.427104,75.112858
2287,MOLESTATION,15.884385,75.489327
19585,MOLESTATION,16.024771,75.451512
19501,MOLESTATION,16.074093,75.447892
745,MOLESTATION,15.93994,75.917
15374,MOLESTATION,16.471239,75.388323
4746,MOLESTATION,16.314779,75.856897
16826,MOLESTATION,16.507842,75.301513
4150,MOLESTATION,16.31643,75.889743
4785,MOLESTATION,16.2058,75.889456
1197,MOLESTATION,16.106733,75.864604
9810,MOLESTATION,37.088342,68.177512
4160,MOLESTATION,16.317032,75.889758
18370,MOLESTATION,16.206537,75.497935
19118,MOLESTATION,16.052225,75.539268
1079,MOLESTATION,16.098925,75.982688
15905,MOLESTATION,16.48334,75.23786
14616,MOLESTATION,15.042169,76.018319
19207,MOLESTATION,16.061014,75.659335
677,MOLESTATION,15.942003,75.921118
2239,MOLESTATION,15.931023,75.584865
2166,MOLESTATION,15.92176,75.679895
5616,MOLESTATION,16.172535,75.655721
659,MOLESTATION,15.868249,75.950888
5285,MOLESTATION,16.145062,75.728531
14184,MOLESTATION,16.094105,76.180528
2240,MOLESTATION,15.931027,75.584878
7779,MOLESTATION,16.472231,75.129692
4225,MOLESTATION,16.147132,75.692884
12101,MOLESTATION,16.100395,76.02923
5349,MOLESTATION,16.172535,75.655721
11776,MOLESTATION,16.11325,76.115052
6893,MOLESTATION,16.44857,75.348859
9028,MOLESTATION,16.267889,75.683759
2281,MOLESTATION,15.942748,75.7226449
15698,MOLESTATION,16.501727,75.221649
15949,MOLESTATION,16.303944,75.17366
5234,MOLESTATION,16.278864,76.022744
16089,MOLESTATION,16.424348,75.34118
12494,MOLESTATION,16.066333,76.060666
19288,MOLESTATION,16.093633,75.528265
9915,MOLESTATION,16.326598,75.326598
19603,MOLESTATION,16.060892,75.621478
2878,MOLESTATION,15.893961,75.614478
2304,MOLESTATION,15.866015,75.634536
14335,MOLESTATION,15.904286,76.087644
12167,MOLESTATION,16.02346,76.032227
2568,MOLESTATION,15.850455,75.750102
5511,MOLESTATION,16.172535,75.655721
7534,MOLESTATION,16.417527,75.112492
14231,MOLESTATION,15.960643,76.272052
19355,MOLESTATION,16.144832,75.469081
4267,MOLESTATION,16.233764,75.79613
16733,MOLESTATION,16.505726,75.273253
6288,MOLESTATION,16.190567,75.702907
11773,MOLESTATION,16.067061,75.962895
11727,MOLESTATION,16.200853,76.057926
5614,MOLESTATION,16.172535,75.655721
19171,MOLESTATION,16.014102,75.551213
9118,MOLESTATION,16.388771,75.506927
635,MOLESTATION,16.05462,75.953419
13093,MOLESTATION,15.970603,76.120016
15433,MOLESTATION,16.505963,75.30175
2133,MOLESTATION,15.973943,75.703851
669,MOLESTATION,16.137233,75.880189
2185,MOLESTATION,15.946737,75.794155
5251,MOLESTATION,16.157094,75.693486
10644,MOLESTATION,15.953722,75.843216
15461,MOLESTATION,16.542447,75.335899
19289,MOLESTATION,16.093639,75.528264
15462,MOLESTATION,16.541372,75.335697
6167,MOLESTATION,16.18669,75.696072
7650,MOLESTATION,16.449313,75.072975
2188,MOLESTATION,15.917716,75.675716
19568,MOLESTATION,16.11182,75.660222
17833,MOLESTATION,16.181363,75.606344
7806,MOLESTATION,16.488514,75.161018
4747,MOLESTATION,16.314274,75.856648
14185,MOLESTATION,16.093925,76.179815
9176,MOLESTATION,16.344063,75.633997
19147,MOLESTATION,16.12825,75.523917
6248,MOLESTATION,16.18544,75.697796
9306,MOLESTATION,16.361752,75.577657
9973,MOLESTATION,16.246313,75.489998
14120,MOLESTATION,16.125729,76.21454
13116,MOLESTATION,15.931755,76.137151
19334,MOLESTATION,16.038948,75.499178
15689,MOLESTATION,16.513435,75.258084
4367,MOLESTATION,16.30163,75.889706
5811,MOLESTATION,16.18338,75.691629
867,MOLESTATION,16.114119,75.956002
4210,MOLESTATION,16.251169,75.766334
9171,MOLESTATION,16.336456,75.643275
915,MOLESTATION,16.083181,75.922118
7535,MOLESTATION,16.420508,75.103952
10594,MOLESTATION,16.01656,75.759147
14148,MOLESTATION,16.050031,76.145698
5952,MOLESTATION,16.190207,75.702638
12505,MOLESTATION,16.093712,75.96299
11907,MOLESTATION,16.05859,76.060252
9965,MOLESTATION,16.252676,75.584166
11698,MOLESTATION,16.06788,76.031011
2104,MOLESTATION,15.844886,75.575086
5073,MOLESTATION,16.289208,75.947702
5269,MOLESTATION,16.163074,75.522316
7772,MOLESTATION,16.468422,75.15362
4436,MOLESTATION,16.144781,75.723275
667,MOLESTATION,16.155676,75.910714
16728,MOLESTATION,16.50595,75.290157
10900,MOLESTATION,15.254585,75.254585
9924,MOLESTATION,16.546622,75.546623
14443,MOLESTATION,16.039229,76.211264
11745,MOTOR VEHICLE ACCIDENTS FATAL,16.057528,75.996274
15436,MOTOR VEHICLE ACCIDENTS FATAL,16.535081,75.321243
15862,MOTOR VEHICLE ACCIDENTS FATAL,16.521452,75.34208
2965,MOTOR VEHICLE ACCIDENTS FATAL,15.893452,75.587161
4442,MOTOR VEHICLE ACCIDENTS FATAL,16.242777,75.96048
9474,MOTOR VEHICLE ACCIDENTS FATAL,16.394517,75.604914
2119,MOTOR VEHICLE ACCIDENTS FATAL,15.890557,75.469797
15463,MOTOR VEHICLE ACCIDENTS FATAL,16.575596,75.178718
2883,MOTOR VEHICLE ACCIDENTS FATAL,15.912356,75.760893
8987,MOTOR VEHICLE ACCIDENTS FATAL,16.419619,75.532473
7991,MOTOR VEHICLE ACCIDENTS FATAL,16.547529,75.181617
18387,MOTOR VEHICLE ACCIDENTS FATAL,16.173852,75.610714
2887,MOTOR VEHICLE ACCIDENTS FATAL,15.902178,75.540518
9415,MOTOR VEHICLE ACCIDENTS FATAL,16.449171,75.406371
5314,MOTOR VEHICLE ACCIDENTS FATAL,16.152361,75.747688
2626,MOTOR VEHICLE ACCIDENTS FATAL,15.879707,75.655821
17832,MOTOR VEHICLE ACCIDENTS FATAL,16.188855,75.597184
902,MOTOR VEHICLE ACCIDENTS FATAL,16.075308,75.920707
14208,MOTOR VEHICLE ACCIDENTS FATAL,15.924352,76.140642
2635,MOTOR VEHICLE ACCIDENTS FATAL,15.87429,75.621604
9501,MOTOR VEHICLE ACCIDENTS FATAL,16.350378,75.619612
11781,MOTOR VEHICLE ACCIDENTS FATAL,16.110619,76.045086
19287,MOTOR VEHICLE ACCIDENTS FATAL,15.929612,75.512057
12514,MOTOR VEHICLE ACCIDENTS FATAL,16.202467,75.986878
11784,MOTOR VEHICLE ACCIDENTS FATAL,16.091298,76.066163
9141,MOTOR VEHICLE ACCIDENTS FATAL,16.401245,75.660791
9558,MOTOR VEHICLE ACCIDENTS FATAL,16.373084,75.54035
6538,MOTOR VEHICLE ACCIDENTS FATAL,16.160451,75.644379
2475,MOTOR VEHICLE ACCIDENTS FATAL,15.980687,75.697526
15619,MOTOR VEHICLE ACCIDENTS FATAL,16.43413,75.329635
18388,MOTOR VEHICLE ACCIDENTS FATAL,19.190806,75.851751
15305,MOTOR VEHICLE ACCIDENTS FATAL,16.517064,75.246984
909,MOTOR VEHICLE ACCIDENTS FATAL,15.911742,75.928245
5271,MOTOR VEHICLE ACCIDENTS FATAL,16.21879,75.81581
15744,MOTOR VEHICLE ACCIDENTS FATAL,16.558742,75.342398
11720,MOTOR VEHICLE ACCIDENTS FATAL,16.11622,75.971253
12149,MOTOR VEHICLE ACCIDENTS FATAL,16.1055,76.071526
6626,MOTOR VEHICLE ACCIDENTS FATAL,16.165826,75.634641
4771,MOTOR VEHICLE ACCIDENTS FATAL,16.117642,75.768663
4643,MOTOR VEHICLE ACCIDENTS FATAL,16.280751,75.906195
12510,MOTOR VEHICLE ACCIDENTS FATAL,16.055631,76.061282
15395,MOTOR VEHICLE ACCIDENTS FATAL,16.504609,75.241294
4470,MOTOR VEHICLE ACCIDENTS FATAL,16.264873,75.871924
7598,MOTOR VEHICLE ACCIDENTS FATAL,16.471334,75.115777
6674,MOTOR VEHICLE ACCIDENTS FATAL,16.176369,75.65964
16075,MOTOR VEHICLE ACCIDENTS FATAL,16.574339,75.23658
9235,MOTOR VEHICLE ACCIDENTS FATAL,16.367297,75.647477
10491,MOTOR VEHICLE ACCIDENTS FATAL,16.048712,75.786494
9191,MOTOR VEHICLE ACCIDENTS FATAL,16.356609,75.652062
18040,MOTOR VEHICLE ACCIDENTS FATAL,16.151979,75.524804
4130,MOTOR VEHICLE ACCIDENTS FATAL,16.314489,75.901757
6536,MOTOR VEHICLE ACCIDENTS FATAL,16.188492,75.681916
14466,MOTOR VEHICLE ACCIDENTS FATAL,16.107082,76.194281
14383,MOTOR VEHICLE ACCIDENTS FATAL,16.073583,76.15015
1277,MOTOR VEHICLE ACCIDENTS FATAL,16.098799,75.854683
4832,MOTOR VEHICLE ACCIDENTS FATAL,16.194225,75.838839
2076,MOTOR VEHICLE ACCIDENTS FATAL,15.92957,75.677053
10377,MOTOR VEHICLE ACCIDENTS FATAL,16.048109,75.729882
14156,MOTOR VEHICLE ACCIDENTS FATAL,16.013199,76.084304
12143,MOTOR VEHICLE ACCIDENTS FATAL,16.066762,76.060825
4883,MOTOR VEHICLE ACCIDENTS FATAL,16.190175,75.625718
19321,MOTOR VEHICLE ACCIDENTS FATAL,16.115771,75.592736
9326,MOTOR VEHICLE ACCIDENTS FATAL,16.351933,75.708388
12528,MOTOR VEHICLE ACCIDENTS FATAL,16.066702,76.060498
716,MOTOR VEHICLE ACCIDENTS FATAL,16.138377,75.91619
9075,MOTOR VEHICLE ACCIDENTS FATAL,16.345278,75.624779
11790,MOTOR VEHICLE ACCIDENTS FATAL,16.058108,76.003607
718,MOTOR VEHICLE ACCIDENTS FATAL,16.057126,75.946552
10874,MOTOR VEHICLE ACCIDENTS FATAL,15.254556,75.526545
5209,MOTOR VEHICLE ACCIDENTS FATAL,16.19857,75.8136389
9154,MOTOR VEHICLE ACCIDENTS FATAL,16.344272,75.615462
16982,MOTOR VEHICLE ACCIDENTS FATAL,16.495987,75.290584
11786,MOTOR VEHICLE ACCIDENTS FATAL,16.171359,76.005976
4240,MOTOR VEHICLE ACCIDENTS FATAL,16.311575,75.91888
9092,MOTOR VEHICLE ACCIDENTS FATAL,16.364634,75.669385
15995,MOTOR VEHICLE ACCIDENTS FATAL,16.516277,75.295604
4204,MOTOR VEHICLE ACCIDENTS FATAL,16.110121,75.77462
2285,MOTOR VEHICLE ACCIDENTS FATAL,15.872381,75.556758
2565,MOTOR VEHICLE ACCIDENTS FATAL,15.908609,75.494284
7651,MOTOR VEHICLE ACCIDENTS FATAL,16.488158,75.18163
10569,MOTOR VEHICLE ACCIDENTS FATAL,16.077217,75.716281
4676,MOTOR VEHICLE ACCIDENTS FATAL,16.156403,75.777774
15365,MOTOR VEHICLE ACCIDENTS FATAL,16.423733,75.345793
14558,MOTOR VEHICLE ACCIDENTS FATAL,16.015645,76.200924
8060,MOTOR VEHICLE ACCIDENTS FATAL,16.495244,75.183906
1294,MOTOR VEHICLE ACCIDENTS FATAL,16.123265,75.321256
15335,MOTOR VEHICLE ACCIDENTS FATAL,16.537338,75.326125
6836,MOTOR VEHICLE ACCIDENTS FATAL,16.168984,75.652031
14321,MOTOR VEHICLE ACCIDENTS FATAL,16.033892,76.1491449
12489,MOTOR VEHICLE ACCIDENTS FATAL,16.06658,76.060666
15487,MOTOR VEHICLE ACCIDENTS FATAL,16.566714,75.20814
8077,MOTOR VEHICLE ACCIDENTS FATAL,16.4767,75.11438
18160,MOTOR VEHICLE ACCIDENTS FATAL,16.193811,75.565026
1209,MOTOR VEHICLE ACCIDENTS FATAL,16.087311,75.896982
5326,MOTOR VEHICLE ACCIDENTS FATAL,16.28606,75.927362
6657,MOTOR VEHICLE ACCIDENTS FATAL,16.188933,75.685137
5071,MOTOR VEHICLE ACCIDENTS FATAL,16.293353,75.89181
4638,MOTOR VEHICLE ACCIDENTS FATAL,16.123156,75.764288
15675,MOTOR VEHICLE ACCIDENTS FATAL,16.569461,75.350094
4217,MOTOR VEHICLE ACCIDENTS FATAL,16.314407,75.854491
1265,MOTOR VEHICLE ACCIDENTS FATAL,16.057254,75.981838
19599,MOTOR VEHICLE ACCIDENTS FATAL,16.111729,75.662102
7571,MOTOR VEHICLE ACCIDENTS FATAL,16.468966,75.177142
18129,MOTOR VEHICLE ACCIDENTS FATAL,16.170812,75.451957
6528,MOTOR VEHICLE ACCIDENTS FATAL,16.158128,75.663918
14127,MOTOR VEHICLE ACCIDENTS FATAL,15.918461,76.14903
15319,MOTOR VEHICLE ACCIDENTS FATAL,16.495982,75.203007
16792,MOTOR VEHICLE ACCIDENTS FATAL,16.502946,75.287131
6676,MOTOR VEHICLE ACCIDENTS FATAL,16.158354,75.675082
2084,MOTOR VEHICLE ACCIDENTS FATAL,15.965022,75.67782
4727,MOTOR VEHICLE ACCIDENTS FATAL,16.144857,75.691686
9897,MOTOR VEHICLE ACCIDENTS FATAL,16.549874,75.987456
15663,MOTOR VEHICLE ACCIDENTS FATAL,16.498874,75.221563
3004,MOTOR VEHICLE ACCIDENTS FATAL,15.893814,75.574704
897,MOTOR VEHICLE ACCIDENTS FATAL,16.058792,75.933702
18104,MOTOR VEHICLE ACCIDENTS FATAL,16.204749,75.515801
9286,MOTOR VEHICLE ACCIDENTS FATAL,16.40804,75.607479
10549,MOTOR VEHICLE ACCIDENTS FATAL,15.993743,75.7696149
9382,MOTOR VEHICLE ACCIDENTS FATAL,16.350503,75.648687
680,MOTOR VEHICLE ACCIDENTS FATAL,16.056743,75.942516
9024,MOTOR VEHICLE ACCIDENTS FATAL,16.353638,75.705934
4165,MOTOR VEHICLE ACCIDENTS FATAL,16.186152,75.620004
4877,MOTOR VEHICLE ACCIDENTS FATAL,16.152307,75.747852
14376,MOTOR VEHICLE ACCIDENTS FATAL,15.991551,76.186202
14520,MOTOR VEHICLE ACCIDENTS FATAL,16.013308,76.144026
9417,MOTOR VEHICLE ACCIDENTS FATAL,16.33181,75.642926
4264,MOTOR VEHICLE ACCIDENTS FATAL,16.100036,75.77689
5089,MOTOR VEHICLE ACCIDENTS FATAL,16.281719,76.013973
2374,MOTOR VEHICLE ACCIDENTS FATAL,15.903052,75.562439
18183,MOTOR VEHICLE ACCIDENTS FATAL,16.186766,75.612527
2455,MOTOR VEHICLE ACCIDENTS FATAL,15.891794,75.593665
6791,MOTOR VEHICLE ACCIDENTS FATAL,16.172598,75.684819
4862,MOTOR VEHICLE ACCIDENTS FATAL,16.299908,75.920492
10831,MOTOR VEHICLE ACCIDENTS FATAL,16.046848,75.758222
1005,MOTOR VEHICLE ACCIDENTS FATAL,16.093941,75.86463
14342,MOTOR VEHICLE ACCIDENTS FATAL,16.008501,76.164668
15703,MOTOR VEHICLE ACCIDENTS FATAL,16.511056,75.263284
2141,MOTOR VEHICLE ACCIDENTS FATAL,15.934084,75.675773
12086,MOTOR VEHICLE ACCIDENTS FATAL,16.168773,76.045362
17897,MOTOR VEHICLE ACCIDENTS FATAL,16.177592,75.451934
2963,MOTOR VEHICLE ACCIDENTS FATAL,15.939645,75.653103
19470,MOTOR VEHICLE ACCIDENTS FATAL,15.943562,75.519929
2260,MOTOR VEHICLE ACCIDENTS FATAL,15.869302,75.734125
4144,MOTOR VEHICLE ACCIDENTS FATAL,16.101455,75.805017
9112,MOTOR VEHICLE ACCIDENTS FATAL,16.231335,75.49141
2974,MOTOR VEHICLE ACCIDENTS FATAL,15.92692,75.457842
17874,MOTOR VEHICLE ACCIDENTS FATAL,16.201392,75.529734
18074,MOTOR VEHICLE ACCIDENTS FATAL,16.189119,75.59559
2172,MOTOR VEHICLE ACCIDENTS FATAL,15.904535,75.526684
673,MOTOR VEHICLE ACCIDENTS FATAL,16.063833,75.924106
9150,MOTOR VEHICLE ACCIDENTS FATAL,16.297096,75.61029
